Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)
Tİnh Ng¹o Tam §«ng. §ång hµnh MËt tŞch (Hç trî) 	6	1	859	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Tİnh Ng¹o Tam §«ng", gi¶m thêi gian bŞ th­¬ng 		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
§iÓm HuyÕt TiÖt M¹ch. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	860	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "§iÓm HuyÕt TiÖt M¹ch", gi¶m phßng b¨ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
V¹n §éc BÊt Phôc. §ång hµnh MËt tŞch (Hç trî) 	6	1	861	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "V¹n §éc BÊt Phôc", nhanh chãng håi phôc khi tróng §éc		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Th©n Khinh Nh­ YÕn. §ång hµnh MËt tŞch (Hç trî) 	6	1	862	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Th©n Khinh Nh­ YÕn", lËp tøc håi phôc tèc ®é di chuyÓn		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Ng­ng ¢m Quy Nguyªn. §ång hµnh MËt tŞch (Hç trî) 	6	1	863	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Ng­ng ¢m Quy Nguyªn", phôc håi khi bŞ cho¸ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
DŞch Cèt Kinh. §ång hµnh MËt tŞch (Hç trî) 	6	1	864	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "DŞch Cèt Kinh", v« hiÖu ®ßn chİ mÖnh cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Thóc Th©n ThuËt. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	865	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Thóc Th©n ThuËt", khèng chÕ ®éng t¸c cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Ho·n Th©n ThuËt. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	866	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Ho·n Th©n ThuËt" khèng chÕ ®éng t¸c cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
HuyÒn Môc §Şnh Th©n thuËt. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	867	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "HuyÒn Môc §Şnh Th©n thuËt", t¨ng møc g©y cho¸ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
İch Thä ¢m D­¬ng. §ång hµnh MËt tŞch (Hç trî) 	6	1	868	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "İch Thä ¢m D­¬ng", t¨ng Sinh lùc		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
An Phñ Chi Ng÷. §ång hµnh MËt tŞch (Hç trî) 	6	1	869	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "An Phñ Chi Ng÷", lËp tøc håi phôc Sinh lùc		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Tam Sinh H÷u H¹nh. §ång hµnh MËt tŞch (Hç trî) 	6	1	870	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Tam Sinh H÷u H¹nh", t¨ng ®iÓm may m¾n		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Quû Mª MŞ HoÆc. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	871	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Quû Mª MŞ HoÆc", v« hiÖu ®ßn chİ mÖnh cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
§o¹t MÖnh TriÒn NhiÔu. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	872	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "§o¹t MÖnh TriÒn NhiÔu", v« hiÖu kh¶ n¨ng di chuyÓn cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Yªu Hå Tr¸i ¶nh. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	873	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Yªu Hå Tr¸i ¶nh", v« hiÖu ®é chİnh x¸c cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
HoÆc ThÇn Lo¹n T©m. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	874	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "HoÆc ThÇn Lo¹n T©m", v« hiÖu ®ßn chİ mÖnh cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
C« Th©n To¸i ¶nh. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	875	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "C« Th©n To¸i ¶nh", gi¶m toµn bé kh¸ng tİnh cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Tö Vong Ki B¸n. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	876	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Tö Vong Ki B¸n", v« hiÖu kh¶ n¨ng di chuyÓn cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Th©m Hån NiÖm X­íng. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	877	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Th©m Hån NiÖm X­íng", gi¶m tèc ®é xuÊt chiªu cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
CËp Ph¸ch Chi Chó. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	878	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "CËp Ph¸ch Chi Chó", gi¶m tèc ®é xuÊt chiªu cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Hãa Tñy V« ı. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	879	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Hãa Tñy V« ı", v« hiÖu kh¶ n¨ng ph¶n ®ßn cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Dung Cèt V« Tung. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	880	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Dung Cèt V« Tung", v« hiÖu kh¶ n¨ng ph¶n ®ßn cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
¢m TriÒu Chi Khİ. §ång hµnh MËt tŞch (Hñy bá) 	6	1	881	\spr\item\questkey\obj_item_lection.spr	341	1	1	Gióp §ång hµnh t¨ng kü n¨ng "¢m TriÒu Chi Khİ", t¨ng kh¶ n¨ng ph¸t ®éc		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
¸m §éc Chi Thñ. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	882	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "¸m §éc Chi Thñ", t¨ng kh¶ n¨ng ph¸t ®éc		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Tam Phôc Chi Khİ. §ång hµnh MËt tŞch (Chó thuËt) 	6	1	883	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng Tam Phôc Chi Khİ", kĞo dµi tr¹ng th¸i g©y cho¸ng cho ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Nam Minh Tam §o¹n Kİch. §ång hµnh MËt tŞch (Vâ c«ng) 	6	1	884	\spr\item\questkey\taskobj090.spr	374	1	1	Gióp §ång hµnh t¨ng kü n¨ng "Nam Minh Tam §o¹n Kİch", t¨ng tÊn c«ng VËt lı 		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
Tİn Sø Méc yªu bµi	6	1	885	\spr\item\task\item_xinshimu.spr	385	1	2	Sö dông sÏ phôc håi 10 ®iÓm ©m		100	1	0	\script\item\messenger\toll_mupaixinshi.lua	0	1	1	1	0
Tİn Sø §ång yªu bµi	6	1	886	\spr\item\task\item_xinshitong.spr	385	1	2	Sö dông sÏ phôc håi 15 ®iÓm ©m		100	1	0	\script\item\messenger\toll_tongpaixinshi.lua	0	1	1	1	0
Tİn Sø Ng©n yªu bµi	6	1	887	\spr\item\task\item_xinshiyin.spr	385	1	2	Sö dông sÏ phôc håi 20 ®iÓm ©m		100	1	0	\script\item\messenger\toll_yinpaixinshi.lua	0	1	1	1	0
Tİn Sø Kim yªu bµi	6	1	888	\spr\item\task\item_xinshijin.spr	385	1	2	Sö dông sÏ phôc håi 25 ®iÓm ©m		100	1	0	\script\item\messenger\toll_jinpaixinshi.lua	0	1	1	1	0
Ngù Tø Tİn Sø yªu bµi	6	1	889	\spr\item\task\item_xinshiyuci.spr	385	1	2	Sö dông sÏ phôc håi 30 ®iÓm ©m		100	1	0	\script\item\messenger\toll_yucixinshi.lua	0	1	1	1	0
B¸nh Trung Thu ch¸y	6	1	890	\spr\item\special\ÔÂ±ı.spr	377	1	1	Sö dông sÏ t¨ng kinh nghiÖm.		100	1	0	\script\item\zhongqiu\yuebing_kaojiao.lua	0	1	1	0	0
B¸nh Trung Thu §Ëu Xanh	6	1	891	\spr\item\mid_autumn\yuebing.spr	377	1	1	Cã thÓ ®æi ®­îc mét Tiªn Th¶o Lé t¹i Minh NguyÖt L·o Nh©n		100	1	0	\script\item\zhongqiu\yuebing_dousha.lua	0	1	1	0	0
B¸nh Trung thu h¹t sen 	6	1	892	\spr\item\mid_autumn\yuebing.spr	377	1	1	Sö dông sÏ nhËn ®­îc (20 v¹n, 30 v¹n, hoÆc 40 v¹n) kinh nghiÖm.		100	1	0	\script\item\zhongqiu\yuebing_lianrong.lua	0	1	1	0	0
B¸nh Trung Thu §Ëu Trøng	6	1	893	\spr\item\mid_autumn\yuebing.spr	377	1	1	Cã thÓ ®æi ®­îc mét Phóc Duyªn Lé t¹i Minh NguyÖt L·o Nh©n		100	1	0	\script\item\zhongqiu\yuebing_dhdousha.lua	0	1	1	0	0
B¸nh Trung thu sen trøng	6	1	894	\spr\item\mid_autumn\yuebing.spr	377	1	1	Sö dông sÏ nhËn ®­îc (50 v¹n,100 v¹n,150 v¹n) kinh nghiÖm.		100	1	0	\script\item\zhongqiu\yuebing_dhlianrong.lua	0	1	1	0	0
B¸nh Trung Thu Qu¶ Nh©n	6	1	895	\spr\item\mid_autumn\yuebing.spr	377	1	1	Cã thÓ ®æi ®­îc mét ThÇn bİ §¹i Hång Bao t¹i Minh NguyÖt L·o Nh©n.		100	1	0	\script\item\zhongqiu\yuebing_guoren.lua	0	1	1	0	0
B¸nh Trung Thu thËp cÈm	6	1	896	\spr\item\mid_autumn\yuebing.spr	377	1	1	Cã thÓ ®æi ®­îc Trang bŞ Hoµng Kim "§Şnh Quèc An Bang " t¹i Minh NguyÖt L·o Nh©n.		100	1	0	\script\item\zhongqiu\yuebing_shenjin.lua	0	1	1	0	0
LÔ vËt Trung Thu	6	1	897	\spr\item\mid_autumn\zhongqiuwupin.spr	432	1	1	Cã thÓ cã ®­îc nguyªn liÖu lµm B¸nh Trung Thu.		1	1	0	\script\item\zhongqiu\zhongqiu_lihe.lua	0	1	1	0	0
Bİ quyÕt lµm b¸nh cña ThÈm ThiÖu ViÔn 	6	1	898	\spr\item\questkey\taskobj075.spr	41	1	1	Bİ quyÕt lµm b¸nh cña ThÈm ThiÖu ViÔn 		1	1	0	\script\item\zhongqiu\task_shenzhaoyuan1.lua	0	1	1	0	0
Hép lÔ phÈm Trung thu 	6	1	899	\spr\item\mid_autumn\zhongqiuwupin.spr	432	1	1	Bªn trong chøa bét m× vµ bét sen		100	1	0	\script\item\mid_autumn\zhongqiu_lipinhe.lua	0	1	1	0	0
Háa TÊt MËt Hµm	6	1	900	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc mËt hµm chøa nhiÒu bİ Èn		1	1	0	\script\item\zhongqiu\task_huoqimihan.lua	0	1	1	0	0
V« Nh©n V« Ng·. MËt tŞch chó thuËt §ång hµnh	6	1	901	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "V« Nh©n V« Ng·", v« hiÖu phßng háa cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
R­¬ng cò 	6	1	902	\spr\item\oldbox\oldbox.spr	433	1	1	Kh«ng biÕt bªn trong B¶o r­¬ng nµy chøa nh÷ng vËt quı g× ®©y?<enter><color = green> (Cã thÓ lµ trang bŞ B¾c Kinh Chi Méng hoÆc Nh· §iÓn Chi Hån. NhÊn chuét ph¶i ®Ó më)<color>		10000	1	0	\script\item\oldbox.lua	0	1	1	0	0
MËt ®å nhiÖm vô 	6	1	903	\spr\item\questkey\taskobj405.spr	366	1	1	NhÊn chuét ph¶i xem chi tiÕt		10000	1	0	\script\item\task_tools.lua	0	1	1	0	1
MËt ®å nhiÖm vô 	6	2	2	\spr\item\questkey\random_taskbook.spr	341	1	1	\script\item\taskitem_show.lua		10000	1	0	\script\item\random_taskbook.lua	0	1	1	0	1
Tµng B¶o §å	6	2	3	\spr\item\questkey\treasuremap.spr	341	1	1	\script\item\treasuremap_show.lua		10000	1	0	\script\item\treasuremap.lua	0	1	1	0	1
Qu¶ Huy Hoµng (thÊp) 	6	1	904	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\huihuangzhiguo1.lua	0	1	1	0	1
Qu¶ Huy Hoµng (trung) 	6	1	905	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\huihuangzhiguo2.lua	0	1	1	0	1
Qu¶ Huy Hoµng (cao) 	6	1	906	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\huihuangzhiguo3.lua	0	1	1	0	1
Qu¶ Hoµng Kim	6	1	907	\spr\item\questkey\huangjinzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\goldenseed.lua	0	1	1	0	1
Bao MÆt n¹ 	6	1	908	\spr\item\script\item_chrismasbox.spr	377	1	1	Bªn trong gåm cã10 MÆt n¹: ThiÕu niªn, Thanh niªn ®ång hµnh		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	909	\spr\item\script\item_chrismasbox.spr	377	1	1	Bªn trong  chøa 1 MÆt n¹ ngÉu nhiªn		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao D­îc hoµn 	6	1	910	\spr\item\obj_item_jixiang.spr	377	1	1	Bªn trong chøa nhiÒu bæ d­îc		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (HuyÒn ThiÕt KiÕm) 	6	1	911	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh HuyÒn ThiÕt KiÕm (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (§¹i Phong §ao) 	6	1	912	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh §¹i Phong §ao (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Kim C« Bæng) 	6	1	913	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Kim C« Bæng (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Ph¸ Thiªn Kİch) 	6	1	914	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Ph¸ Thiªn Kİch (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Ph¸ Thiªn Chïy) 	6	1	915	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Ph¸ Thiªn Chïy (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (B¸ V­¬ng Tiªu) 	6	1	916	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¸ V­¬ng Tiªu (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Tóy NguyÖt §ao) 	6	1	917	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Tóy NguyÖt §ao (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Khæng T­íc Linh) 	6	1	918	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Khæng T­íc Linh (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Long Phông HuyÕt Ngäc Tr¹c) 	6	1	919	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Long Phông HuyÕt Ngäc Tr¹c (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Thiªn Tµm Hé UyÓn) 	6	1	920	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Thiªn Tµm Hé UyÓn (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Th«ng Thiªn Ph¸t Qu¸n) 	6	1	921	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Th«ng Thiªn Ph¸t Qu¸n (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (YÓm NhËt kh«i) 	6	1	922	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã YÓm NhËt kh«i (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (B¹ch Kim yªu ®¸i) 	6	1	923	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¹ch Kim yªu ®¸i (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Thiªn Tµm Ngoa) 	6	1	924	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Thiªn Tµm Ngoa (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Phi Phông Ngoa) 	6	1	925	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Phi Phông Ngoa (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kim Cang BÊt ph¸) 	6	1	926	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Kim Cang BÊt ph¸ cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (B¸ch §éc BÊt X©m) 	6	1	927	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¸ch §éc BÊt X©m cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (B¨ng TuyÕt S¬ Dung) 	6	1	928	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¨ng TuyÕt S¬ Dung cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ch©n Háa Kh¸ng Lùc) 	6	1	929	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ch©n Háa Kh¸ng Lùc cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (L«i §×nh Hé gi¸p) 	6	1	930	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã L«i §×nh Hé gi¸p cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (B×nh Hoµ Khİ QuyÕt) 	6	1	931	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B×nh Hoµ Khİ QuyÕt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (H­ Kh«ng ThiÓm ¶nh) 	6	1	932	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã H­ Kh«ng ThiÓm ¶nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Héi ThÇn TÜnh t©m) 	6	1	933	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Héi ThÇn TÜnh t©m cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (V« NiÖm V« Kinh) 	6	1	934	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã V« NiÖm V« Kinh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ngò Hµnh V« T­íng) 	6	1	935	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ngò Hµnh V« T­íng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Di Khİ Phiªu Tung) 	6	1	936	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Di Khİ Phiªu Tung cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Hoa Phi §iÖp Vò) 	6	1	937	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Hoa Phi §iÖp Vò cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (V« Nh©n V« Ng·) 	6	1	938	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã V« Nh©n V« Ng· cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tİnh Ng¹o Tam §«ng) 	6	1	939	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tİnh Ng¹o Tam §«ng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (§iÓm HuyÕt TiÖt M¹ch) 	6	1	940	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã §iÓm HuyÕt TiÖt M¹ch cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (V¹n §éc BÊt Phôc) 	6	1	941	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã V¹n §éc BÊt Phôc cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Th©n Khinh Nh­ YÕn) 	6	1	942	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Th©n Khinh Nh­ YÕn cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ng­ng ¢m Quy Nguyªn) 	6	1	943	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ng­ng ¢m Quy Nguyªn cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
