SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
Á÷·ç»ØÑ©±ùÖù	C«ng kİch ngo¹i c«ng  	1091	501	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_em_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	800	0	0	0	3	6	353	-1	1	1	11	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	10	0	0		0					0	0	1	2	0	\script\skill\emei.lua	physicsenhance_p	jianemei150_2	deadlystrike_p	jianemei150_2	seriesdamage_p	jianemei150_2	colddamage_v	jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		jianemei150_2		Nga My KiÕm
±ùÈ¸ÂÒÑ©ÉËº¦	C«ng kİch néi c«ng 	1092		0	\spr\Ui\skill\±ùĞÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ğ¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	400	0	2	3	2	7	354	-1	1	1	11	1	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	10	0	0	0	64	0				0	0	1	2	1	\script\skill\cuiyan.lua	colddamage_v	daocuiyan150_2	seriesdamage_p	daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		daocuiyan150_2		Thóy Yªn ®ao
Khinh Sa Phï Thñy	C«ng kİch néi c«ng 	1093		0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k010.wav	0	0	0	2	0	400	0	0	0	2	7	355	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	0		0					0	0	1	2	0	\script\skill\cuiyan.lua	colddamage_v	neicuiyan150_2	seriesdamage_p	neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		neicuiyan150_2		ThiÕu Yªn néi
ĞÎÏú¹ÇÁ¢ÉËº¦	C«ng kİch néi c«ng 	1094	402	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_wu_01.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	0	420	0	0	0	3	6	356	-1	1	1	11	1	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1096	0	0	0	0	0	0	0	150	20	-2	1	45	0	0		0					0	0	1	1	0	\script\skill\wudu.lua	poisondamage_v	zhangwudu150_2	seriesdamage_p	zhangwudu150_2																																						Ngò §éc ch­ëng
Hån ¶nh Tïng Sanh	C«ng kİch néi c«ng 	1095		0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	0	420	0	5	4	3	0	357	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	32		0					0	0	1	1	1	\script\skill\wudu.lua	poisondamage_v	daowudu150_2	seriesdamage_p	daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		daowudu150_2		Ngò §éc ®ao
ĞÎÏú¹ÇÁ¢ÉËº¦2	C«ng kİch néi c«ng 	1096	402	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_wu_01.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	0	420	0	0	0	3	6	358	-1	1	1	11	1	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	0		0					0	0	1	1	0	\script\skill\wudu.lua	poisondamage_v	zhangwudu150_2	seriesdamage_p	zhangwudu150_2																																						
Truy T©m Táa MÖnh	C«ng kİch néi c«ng 	1097		0	\spr\Ui\skill\Òøµ¶ÉäÔÂ.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	0	0	0	0	0	0	0	400	0	0	0	3	7	359	-1	1	1	11	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	101	1	10	0	0		0					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	feidaotang150_2	seriesdamage_p	feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		feidaotang150_2		§­êng M«n §ao
ThiÕt Sa X¹ Tinh	C«ng kİch néi c«ng 	1098		0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	400	0	1	0	3	3	360	-1	8	1	11	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	-2	0	0	0	1		90					0	0	1	1	1	\script\skill\tangmen.lua	poisondamage_v	nutang150_2	seriesdamage_p	nutang150_2	physicsenhance_p	nutang150_2																																				§­êng M«n ná
Ç¬À¤Ò»ÖÀ2	C«ng kİch ngo¹i c«ng  	1099	301	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tm_03.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	5	0	3	2	333	-1	3	1	11	1	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1100	0	0	0	0	0	0	0	150	20	100	1	0	0	4		0	0				0	0	1	1	0	\script\skill\tangmen.lua	physicsenhance_p	biaotang150_2	deadlystrike_p	biaotang150_2	poisondamage_v	biaotang150_2	missle_speed_v	biaotang150_2	skill_attackradius	biaotang150_2	skill_cost_v	biaotang150_2		biaotang150_2	skill_skillexp_v	biaotang150_2	seriesdamage_p	biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		biaotang150_2		§­êng M«n tiÓu
Ç¬À¤Ò»ÖÀ3	C«ng kİch ngo¹i c«ng  	1100	301	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tm_03.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	5	0	3	2	333	-1	3	1	11	1	0	6	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	100	1	0	0	4		0	0				0	0	1	1	0	\script\skill\tangmen.lua	physicsenhance_p	biaotang150_3	deadlystrike_p	biaotang150_3	poisondamage_v	biaotang150_3	missle_speed_v	biaotang150_3	skill_attackradius	biaotang150_3	skill_cost_v	biaotang150_3		biaotang150_3	skill_skillexp_v	biaotang150_3	seriesdamage_p	biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		biaotang150_3		§­êng M«n tiÓu
Ê±³ËÁùÁú¸½Êô	C«ng kİch néi c«ng 	1101	702	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_gb_01.spr	\spr\skill\150\gb\gb_150_shichengjiulong_a.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	4	1	363	-1	1	1	11	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	30	0	0		0					0	0	1	3	0	\script\skill\gaibang.lua	firedamage_v	zhanggaibang150	missle_speed_v	zhanggaibang150	skill_attackradius	zhanggaibang150	skill_cost_v	zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150	seriesdamage_p	zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		C¸i Bang ch­ëng
»¨×ÔÆ®Áã¸½Êô	C«ng kİch néi c«ng 	1102	602	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_cy_02.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	0	240	15	5	0	2	0	362	-1	3	1	11	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	32		65537	0				0	0	1	2	1	\script\skill\cuiyan.lua	physicsdamage_v	neicuiyan150	colddamage_v	neicuiyan150	missle_speed_v	neicuiyan150	skill_attackradius	neicuiyan150	skill_cost_v	neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150	seriesdamage_p	neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		ThiÕu Yªn néi
Thêi ThÆng Lôc Long Háa		1103	702	0					0	0	0	0	0	280	0	0	0	4	7	344	-1	1	1	11	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	0	0	0	1		0					0	0	1	3	0	\script\skill\gaibang.lua																																										
¼²»ğÁÇÔ­2	C«ng kİch ngo¹i c«ng  	1104	802	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tr_02.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	420	0	0	0	4	7	338	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	1	0	0	0				0	0	1	3	1	\script\skill\tianren.lua	firedamage_v	moren150		moren150	skill_cost_v	moren150		moren150		moren150		moren150		moren150	skill_skillexp_v	moren150	seriesdamage_p	moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		Thiªn NhÉn ma
KiÕm Vò DiÖu NguyÖt	C«ng kİch néi c«ng 	1105		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_32.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	520	0	0	0	5	6	367	-1	1	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	0	1	40	0	1		0					0	0	1	-1	0	\script\skill\wudang.lua		jianwudang150_3	lightingdamage_v	jianwudang150_3	physicsenhance_p	jianwudang150_3	seriesdamage_p	jianwudang150_3	stealmana_p	jianwudang150_3	deadlystrike_p	jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		jianwudang150_3		Vâ §ang kiÕm
Ôì»¯Ì«ÇåÉËº¦	C«ng kİch néi c«ng 	1106		0	\spr\Ui\skill\ÌìµØÎŞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	0	0	0	0	0	2	0	400	0	1	0	5	3	368	-1	8	1	11	1	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	366	0	0	150	20	-2	1	0	0	0		0					0	0	1	4	1	\script\skill\wudang.lua	lightingdamage_v	zaohuataiqing_2	skill_eventskilllevel	zaohuataiqing_2	skill_collideevent	zaohuataiqing_2	skill_showevent	zaohuataiqing_2	seriesdamage_p	zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		zaohuataiqing_2		Vâ §ang khİ
KiÕm Minh Th­¬ng Khung	C«ng kİch néi c«ng 	1107		0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_wd_02.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	7	369	-1	1	1	10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	0	1	10	0	1		0					0	0	1	4	1	\script\skill\wudang.lua	seriesdamage_p	jianwudang150_2	lightingdamage_v	jianwudang150_2	stun_p	jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		jianwudang150_2		Vâ §ang kiÕm
Phong Minh Ngäc To¸i	C«ng kİch néi c«ng 	1108		0	\spr\Ui\skill\°ÁÑ©Ğ¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	7	370	-1	1	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	1		0					0	0	1	4	1	\script\skill\kunlun.lua	lightingdamage_v	daokunlun150_2	seriesdamage_p	daokunlun150_2	missle_lifetime_v	daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		daokunlun150_2		§ao C«n L«n
L«i §éng Cµn Kh«n	C«ng kİch néi c«ng 	1109	1002	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_kl_02.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\ÎåÀ×Õı·¨m.wav	\sound\skill\ÎåÀ×Õı·¨f.wav	0	0	0	0	0	470	0	3	0	5	7	343	-1	1	1	11	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	20	-2	1	0	0	0		0					0	0	1	4	1	\script\skill\kunlun.lua	lightingdamage_v	jiankunlun150	seriesdamage_p	jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		jiankunlun150		KiÕm C«n L«n
Tİch LŞch Lo¹n Hoµn Kİch	C«ng kİch néi c«ng 	1110	304	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tm_04.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	420	0	0	0	2	1	374	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1113	130	20	-2	1	0	0	1	0	0	0				0	1	0	-1	1	\script\skill\tangmen.lua	physicsenhance_p	pili_dan	deadlystrike_p	pili_dan	skill_eventskilllevel	pili_dan	skill_vanishedevent	pili_dan	skill_showevent	pili_dan	skill_cost_v	pili_dan	poisondamage_v	pili_dan	seriesdamage_p	pili_dan	addskilldamage1	pili_dan	addskilldamage2	pili_dan	addskilldamage3	pili_dan	addskilldamage4	pili_dan	addskilldamage5	pili_dan	addskilldamage6	pili_dan	addskilldamage7	pili_dan	addskilldamage8	pili_dan	addskilldamage11	pili_dan	addskilldamage12	pili_dan	addskilldamage9	pili_dan	addskilldamage10	pili_dan	\script\skill\lvlup_pililuanhuan_ji.lua	"C«ng Nh©n Vi H¹, C«ng Nh©n Vi Th­îng, §­êng M«n §¹i Thõa H·m TÜnh, cã thÓ m­u to¸n cµi bÉy ®èi víi môc tiªu ë xa."
ÃÔ¹¬Öù×Ó»ğÇ½	C«ng kİch néi c«ng 	1111	802	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_07.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	5	5	4	0	55	-1	10	1	11	0	0	10	0	0	0	40	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	10	0	64		0					0	0	0	3	1	\script\skill\special\jianzhong.lua	firedamage_v	zhuzi_huoqiang																																								
ÖĞÔ½PKÈüÈ«¼¼ÄÜ		1112		2					0	2	0	2	0	180	0	0	0	0	7	0	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	100		64800					0	0	0	-1	1	\script\skill\special\tianzi.lua	allskill_v	pioneer																																								È«¼¼ÄÜ
Tİch LŞch Lo¹n Hoµn H·m TÜnh	C«ng kİch néi c«ng 	1113	304	0	\spr\Ui\skill\ÎåĞĞÏİÚå.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	420	0	0	0	3	7	161	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	352	0	0	80	20	-2	1	0	0	0		0					0	0	1	-1	1	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji		§­êng M«n H·m TÜnh
Ngäc TuyÒn T©m Kinh	C«ng kİch néi c«ng 	1114	503	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_em_03.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	2	6	375	-1	1	1	11	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1115	19	0	0	0	0	150	20	-2	0	0	0	1		0					0	0	1	-1	1	\script\skill\emei.lua	seriesdamage_p	fuzhuemei150	colddamage_v	fuzhuemei150	skill_eventskilllevel	fuzhuemei150	skill_flyevent	fuzhuemei150	skill_showevent	fuzhuemei150	skill_cost_v	fuzhuemei150		fuzhuemei150		fuzhuemei150	skill_skillexp_v	fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		fuzhuemei150		"T©m Nh­ Nguyªn TuyÒn, Sµn Sµn Nhi XuÊt, Nga My §¹i Thõa Vâ C«ng hç Trî, liÖu th­¬ng cho ®éi ngò, c«ng kİch ®Şch nh©n."
Minh T©m KiÕn Tİnh	C«ng kİch néi c«ng 	1115	503	0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	400	0	0	0	2	6	376	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	20	Gian c¸c	5	0				0	0	1	-1	1	\script\skill\emei.lua	lifereplenish_v	cihang_pudu	skill_cost_v	cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		cihang_pudu		
¾ÅÖİ¹ÈÑªÁ¿Ôö¼Ó£¨ÊıÖµ£©		1116		2					34	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\jiuzhougu.lua		jiuzhougu_status																																								
¾ÅÖİ¹ÈÎŞµĞ×´Ì¬		1117		2	\spr\Ui\×÷·»Í¼±ê\Ãæ¾ß·»_0.spr				167	2	0	2	0	0	0	0	0	2	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\battles\jiuzhougu.lua	block_rate	jiuzhougu_status																																								»ú¹Ø×¨ÓÃ Ö® ³¬¼¶ÒşÉí
¾ÅÖİ¹ÈÖØ»÷×´Ì¬		1118		2	\spr\Ui\¼¼ÄÜÍ¼±ê\pifeng\ÖØ»÷.spr				168	2	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\jiuzhougu.lua	enhancehit_rate	jiuzhougu_status																																								
¾ÅÖİ¹ÈÔö¼ÓÉËº¦£¨%£©		1119		2					98	2	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\jiuzhougu.lua	add_damage_p	jiuzhougu_status																																								
Kİch C«ng Trî Lùc Hoµn		1120		2					67	2	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\vn_pk_state.lua	castspeed_v	gongjizhuliwan		gongjizhuliwan	addphysicsmagic_v	gongjizhuliwan	addpoisonmagic_v	gongjizhuliwan	addcoldmagic_v	gongjizhuliwan	addfiremagic_v	gongjizhuliwan	addlightingmagic_v	gongjizhuliwan																												
¢m D­¬ng Ho¹t HuyÕt §¬n		1121		2					67	2	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\vn_pk_state.lua		yinyanghuoxuedan		yinyanghuoxuedan		yinyanghuoxuedan		yinyanghuoxuedan																																		
ÂİĞı½£Æø	C«ng kİch néi c«ng 	1122	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_21.spr				0	0	0	2	0	480	15	1	5	0	3	315	-1	1	1	11	1	0	5	2	0	0	270	270	0	0	1	0	0	0	0	0	1	0	1	1049	1	1050	6	0	0	0	0	30	20	-2	1	0	0	0	0	20	0				0	0	0	-1	1	\script\skill\special\jianzhong.lua			firedamage_v	jiulong_zaitian	colddamage_v	jiulong_zaitian	poisondamage_v	jiulong_zaitian	lightingdamage_v	jiulong_zaitian																																
Vò Uy ThuËt	Hç trî bŞ ®éng	1123	503	3	\spr\Ui\¼¼ÄÜÍ¼±ê\waigong_4th.spr				0	0	0	3	0	0	0	0	0	5	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\translife4th.lua	vitality_v	vn_translife4th																																							\script\skill\translife_4\lvlup_waigong.lua	"Kü n¨ng chuyÓn sinh 4, cã thÓ phæ ®é n©ng cao thuéc tİnh cña b¶n th©n."
